Available_ram,charging%,is_charging,CPU_Util,time,drop
3.718231201171875,94.0,True,1.98255802354479,129.0,0
2.1461753845214844,94.0,True,3.0956097592633,127.0,0
1.9852638244628904,95.0,True,3.9840029756434,130.0,0
1.9972648620605469,95.0,True,4.7332916114116,134.0,0
1.998809814453125,96.0,True,5.3800157133739,136.0,0
2.0821762084960938,97.0,True,6.314034632332,126.0,0
2.0386924743652344,97.0,True,6.71111030770123,126.0,0
2.0364913940429688,98.0,True,7.0591855640312,126.0,0
2.0257720947265625,98.0,True,7.3687953815153,127.0,0
2.1168746948242188,98.0,True,7.6461128763496,126.0,0
2.157947540283203,99.0,True,8.0875404831319,127.0,0
2.1576080322265625,99.0,True,8.295754716116,127.0,0
2.143539428710937,99.0,True,8.485461250373,127.0,0
2.140430450439453,100.0,True,8.6600750113812,128.0,0
2.1553497314453125,100.0,True,8.8203746371016,128.0,0
2.21221923828125,100.0,True,9.0865203396016,128.0,0
2.196964263916016,100.0,True,9.2142542898656,128.0,0
2.172431945800781,100.0,True,9.3332578594686,129.0,0
2.14996337890625,100.0,True,9.4441748028413,135.0,0
2.134166717529297,100.0,True,9.5528100267434,128.0,0
2.20083999633789,100.0,True,9.7290097141797,130.0,0
2.1886062622070312,100.0,True,9.8161665206222,130.0,0
2.1462326049804688,100.0,True,9.8978854662145,131.0,0
2.1272926330566406,100.0,True,9.975237626332,129.0,0
2.1405181884765625,100.0,True,10.0473749388014,129.0,0
2.2310829162597656,100.0,True,10.1729876342876,130.0,0
2.1569061279296875,100.0,True,10.2351527755333,128.0,0
2.15777587890625,100.0,True,10.29307818738,128.0,0
2.1689453125,100.0,True,10.348243450602,129.0,0
2.1539039611816406,100.0,True,10.4011876000927,129.0,0
2.233692169189453,100.0,True,10.4950668746277,130.0,0
2.209789276123047,100.0,True,10.541715135375,130.0,0
2.192943572998047,100.0,True,10.5863133835361,130.0,0
2.2071990966796875,100.0,True,10.6289484452536,130.0,0
2.1950340270996094,100.0,True,10.6696148146068,130.0,0
2.244331359863281,100.0,True,10.7429709082056,129.0,0
2.188507080078125,100.0,True,10.7789721565605,130.0,0
2.2007408142089844,100.0,True,10.8138516865939,129.0,0
2.1841773986816406,100.0,True,10.8469049194197,128.0,0
2.192668914794922,100.0,True,10.878787962532,130.0,0
2.250041961669922,100.0,True,10.9371524232391,130.0,0
2.2319297790527344,100.0,True,10.9660664422844,130.0,0
2.219181060791016,100.0,True,10.9940584376456,130.0,0
2.233776092529297,100.0,True,11.0211934872567,129.0,0
2.2212142944335938,100.0,True,11.0471744712023,129.0,0
2.298988342285156,100.0,True,11.0945375561539,130.0,0
2.243518829345703,100.0,True,11.118191314785,130.0,0
2.2479705810546875,100.0,True,11.1411090592175,136.0,0
2.2093048095703125,100.0,True,11.164154363483,129.0,0
3.516376495361328,96.0,False,0.103882624833343,130.0,1
2.038169860839844,95.0,False,0.179403936120609,131.0,1
1.81374740600586,94.0,False,0.25462677228831,132.0,1
1.845355987548828,93.0,False,0.329814802017828,131.0,1
1.8375358581542969,92.0,False,0.4031843717707,129.0,2
1.9204864501953125,90.0,False,0.53238327055448,127.0,1
1.873199462890625,89.0,False,0.60135406248703,128.0,1
1.8736915588378904,88.0,False,0.66984500350641,128.0,1
1.8758087158203125,87.0,False,0.73772667046217,127.0,1
1.874664306640625,86.0,False,0.80452061942773,128.0,2
1.9735832214355469,84.0,False,0.92425808068704,129.0,1
2.0951805114746094,83.0,False,0.99000966717822,130.0,1
2.0502586364746094,82.0,False,1.05518755119124,128.0,1
2.0999908447265625,81.0,False,1.11892616189626,128.0,1
2.099712371826172,80.0,False,1.1818544126901,129.0,2
2.160675048828125,78.0,False,1.29507766614552,128.0,1
2.111083984375,77.0,False,1.35617753039595,128.0,1
2.086444854736328,76.0,False,1.41656516208141,129.0,1
2.0798912048339844,75.0,False,1.47652744603712,129.0,1
2.0866050720214844,74.0,False,1.5359021282108,128.0,2
2.147987365722656,72.0,False,1.6419987130443,130.0,1
2.120220184326172,71.0,False,1.70009495429636,130.0,1
2.1146278381347656,70.0,False,1.75763354297059,129.0,1
2.1294479370117188,69.0,False,1.8141253894254,128.0,2
2.1033706665039062,67.0,False,1.86975810021256,128.0,1
2.144981384277344,66.0,False,1.96979905473906,130.0,1
2.11257553100586,65.0,False,2.024517480647,130.0,2
2.1117935180664062,63.0,False,2.07869593608503,130.0,1
2.067096710205078,62.0,False,2.1324819585927,129.0,1
2.0501785278320312,61.0,False,2.1851373446773,129.0,2
2.1147918701171875,59.0,False,2.27956453787544,130.0,1
2.097461700439453,58.0,False,2.3309910328753,130.0,1
2.1037673950195312,57.0,False,2.38215659438011,129.0,1
2.0928726196289062,56.0,False,2.432509815957,129.0,1
2.0866012573242188,55.0,False,2.48214494567536,129.0,2
2.173717498779297,53.0,False,2.5712513029029,131.0,2
